Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,month,functioning_day_numeric,Holiday_numeric,Visibility Bin,Visibility Sub Bin,Combined Visibility Bin,Wind Speed Bin
2018-01-14,213,21,-0.8366664074778422,58,0.4,936,-4.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(-0.001, 0.6]"
2018-01-14,196,22,-0.860975390240683,60,0.6,829,-4.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(-0.001, 0.6]"
2018-01-14,144,23,-0.8690783844949634,60,1.8,794,-4.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.6, 1.8]"
2018-01-15,171,0,-0.8447694017321224,60,0.5,842,-4.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(-0.001, 0.6]"
2018-01-15,122,1,-0.13170590735545518,62,2.9,835,-3.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(2.6, 3.2]"
2018-01-15,74,2,-0.7961514362064406,65,0.9,959,-2.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(0.6, 0.9]"
2018-01-15,58,3,-0.7313274821721981,70,1.7,928,-0.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.6, 1.8]"
2018-01-15,38,4,-0.6908125109007965,73,1.8,881,0.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.6, 1.8]"
2018-01-15,55,5,-0.6827095166465162,76,1.9,808,1.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.8, 2.2]"
2018-01-15,82,6,-0.6908125109007965,83,3.0,582,2.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.6, 3.2]"
2018-01-15,209,7,-0.7313274821721981,87,1.0,357,2.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-15,444,8,-0.7556364649350391,85,1.1,470,1.7,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.9, 1.1]"
2018-01-15,303,9,-0.7718424534435996,86,1.7,399,1.7,-0.5383768630270731,0.2,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.6, 1.8]"
2018-01-15,212,10,-0.7475334706807588,82,2.2,560,1.3,-0.41424164310112993,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.8, 2.2]"
2018-01-15,254,11,-0.7070184994093572,75,2.3,533,0.6,-0.05312100331656776,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.2, 2.6]"
2018-01-15,311,12,-0.5854735855951525,64,1.9,549,-0.1,0.22900449651512136,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.8, 2.2]"
2018-01-15,309,13,-0.5935765798494329,61,2.3,534,-0.8,0.36442473643433215,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.2, 2.6]"
2018-01-15,306,14,-0.5125466373066297,52,0.6,646,-2.1,0.19514943653531863,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(-0.001, 0.6]"
2018-01-15,349,15,-0.4882376545437888,38,1.7,817,-6.0,0.04844417662284029,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.6, 1.8]"
2018-01-15,365,16,-0.4801346602895085,37,0.9,813,-6.2,-0.12083112327617321,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(0.6, 0.9]"
2018-01-15,455,17,-0.5611646028323116,40,0.8,804,-6.1,-0.40295662310786234,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-15,555,18,-0.6665035281379557,44,1.3,647,-6.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.1, 1.3]"
2018-01-15,444,19,-0.7313274821721981,53,1.2,538,-4.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.1, 1.3]"
2018-01-15,321,20,-0.7880484419521603,58,1.3,474,-3.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.1, 1.3]"
2018-01-15,334,21,-0.8123574247150012,59,0.8,471,-3.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-15,333,22,-0.8447694017321224,61,1.6,460,-3.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(1.3, 1.6]"
2018-01-15,230,23,-0.8933873672578042,63,0.6,443,-3.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-16,212,0,-0.9420053327834861,67,1.2,387,-3.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.1, 1.3]"
2018-01-16,207,1,-0.9906232983091681,64,0.7,455,-4.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-16,141,2,-1.0473442580891301,72,0.7,385,-3.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-16,81,3,-1.0635502465976907,70,1.0,438,-4.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-16,51,4,-1.0230352753262892,65,0.7,502,-5.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-16,58,5,-0.9987262925634484,64,0.5,505,-4.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(-0.001, 0.6]"
2018-01-16,140,6,-0.9906232983091681,69,0.6,436,-3.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-16,318,7,-0.9987262925634484,69,1.4,418,-3.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.3, 1.6]"
2018-01-16,650,8,-0.9906232983091681,68,0.6,411,-4.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-16,376,9,-0.9339023385292058,65,0.8,402,-3.9,-0.5948019629934109,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-16,221,10,-0.8690783844949634,60,0.5,392,-4.3,-0.45938172307420017,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-16,256,11,-0.7718424534435996,57,0.8,363,-3.8,-0.34653152314152447,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-16,276,12,-0.6665035281379557,52,1.2,349,-3.8,-0.15468618325597586,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.1, 1.3]"
2018-01-16,296,13,-0.6178855626122738,47,0.4,382,-4.6,-0.06440602330983533,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-16,276,14,-0.5611646028323116,43,0.8,468,-5.2,-0.0756910433031029,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-16,250,15,-0.5773705913408722,40,0.3,498,-6.3,-0.4480967030809326,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(-0.001, 0.6]"
2018-01-16,277,16,-0.6178855626122738,50,0.9,547,-3.8,-0.5383768630270731,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-16,381,17,-0.6665035281379557,58,0.8,462,-2.4,-0.5722319230068759,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(0.6, 0.9]"
2018-01-16,592,18,-0.6908125109007965,59,1.4,427,-2.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.3, 1.6]"
2018-01-16,409,19,-0.7151214936636375,57,1.0,432,-3.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-16,332,20,-0.7232244879179178,58,0.8,383,-3.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-16,342,21,-0.7394304764264784,56,0.7,434,-3.7,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-16,321,22,-0.7637394591893193,57,1.6,430,-3.7,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.3, 1.6]"
2018-01-16,242,23,-0.7718424534435996,60,0.9,379,-3.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-17,204,0,-0.8042544304607209,62,0.4,382,-3.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-17,183,1,-0.8204604189692815,64,0.4,339,-2.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-17,140,2,-0.8366664074778422,65,0.8,310,-2.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-17,75,3,-0.8447694017321224,67,0.8,297,-2.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-17,55,4,-0.8447694017321224,68,0.5,322,-2.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-17,72,5,-0.8528723959864027,66,0.8,325,-2.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-17,115,6,-0.8690783844949634,71,2.0,270,-2.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.8, 2.2]"
2018-01-17,272,7,-0.885284373003524,71,0.9,289,-2.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-17,537,8,-0.8771813787492437,70,0.6,296,-2.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-17,337,9,-0.8447694017321224,66,0.7,306,-2.7,-0.5270918430338055,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-17,212,10,-0.7394304764264784,58,0.5,401,-3.2,-0.40295662310786234,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-17,270,11,-0.6016795741037132,51,1.0,436,-3.3,-0.04183598332330018,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-17,310,12,-0.4315166947638267,51,1.4,367,-1.4,0.18386441654205107,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.3, 1.6]"
2018-01-17,273,13,-0.10739692459261434,54,1.8,435,-0.7,-0.019265943336765155,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.6, 1.8]"
2018-01-17,258,14,-0.4639286717809479,54,2.6,313,-1.0,-0.00798092334349758,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(2.2, 2.6]"
2018-01-17,278,15,-0.3991047177467054,49,1.3,400,-1.6,0.16129437655551593,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.1, 1.3]"
2018-01-17,314,16,-0.415310706255266,54,1.2,330,-0.4,-0.16597120324924344,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.1, 1.3]"
2018-01-17,380,17,-0.5044436430523495,57,3.3,342,-0.7,-0.4480967030809326,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(3.2, 7.4]"
2018-01-17,501,18,-0.6665035281379557,62,2.9,503,-1.5,-0.6512270629597487,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.6, 3.2]"
2018-01-17,360,19,-0.7475334706807588,68,2.4,446,-1.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(2.2, 2.6]"
2018-01-17,286,20,-0.8042544304607209,72,1.7,361,-1.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.6, 1.8]"
2018-01-17,320,21,-0.8366664074778422,74,1.1,333,-1.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-17,313,22,-0.860975390240683,74,0.5,309,-1.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(-0.001, 0.6]"
2018-01-17,227,23,-0.8690783844949634,74,0.8,291,-1.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.6, 0.9]"
2018-01-18,215,0,-0.8690783844949634,73,1.0,290,-1.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-18,190,1,-0.8285634132235619,72,1.9,306,-1.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.8, 2.2]"
2018-01-18,137,2,-0.8204604189692815,73,1.2,288,-1.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.1, 1.3]"
2018-01-18,95,3,-0.7961514362064406,74,1.7,273,-0.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.6, 1.8]"
2018-01-18,50,4,-0.8204604189692815,80,2.1,232,0.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.8, 2.2]"
2018-01-18,68,5,-0.8771813787492437,82,2.0,229,-0.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.8, 2.2]"
2018-01-18,107,6,-0.909593355766365,82,2.0,211,-0.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.8, 2.2]"
2018-01-18,279,7,-0.9257993442749255,86,1.1,189,-0.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(0.9, 1.1]"
2018-01-18,537,8,-0.9987262925634484,86,1.2,197,-0.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.1, 1.3]"
2018-01-18,305,9,-0.7718424534435996,84,1.8,210,-1.2,-0.5835169430001435,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.6, 1.8]"
2018-01-18,188,10,-0.9744173098006074,81,2.1,255,-1.5,-0.42552666309439746,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.8, 2.2]"
2018-01-18,261,11,-0.7232244879179178,75,1.8,301,-2.1,-0.2675363831886515,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(1.6, 1.8]"
2018-01-18,267,12,-0.885284373003524,72,3.3,256,-2.0,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,27 - 452,,27 - 452,"(3.2, 7.4]"
2018-01-18,307,13,-0.8042544304607209,54,3.2,463,-4.9,0.10486927658917818,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.6, 3.2]"
2018-01-18,301,14,-0.7313274821721981,42,2.3,719,-7.4,0.15000935656224834,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.2, 2.6]"
2018-01-18,269,15,-0.7475334706807588,36,2.3,957,-9.5,-0.019265943336765155,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(2.2, 2.6]"
2018-01-18,328,16,-0.7961514362064406,42,2.4,883,-8.1,-0.33524650314825694,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(2.2, 2.6]"
2018-01-18,416,17,-1.4281849880403046,46,2.1,858,-7.6,-0.5045218030472703,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.8, 2.2]"
2018-01-18,506,18,-0.9257993442749255,39,2.1,1259,-10.5,-0.6512270629597487,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.8, 2.2]"
2018-01-18,365,19,-0.9663143155463271,41,1.0,1210,-10.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(0.9, 1.1]"
2018-01-18,303,20,-0.9987262925634484,44,1.2,1171,-9.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.1, 1.3]"
2018-01-18,339,21,-1.0230352753262892,45,1.5,1184,-9.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.3, 1.6]"
2018-01-18,318,22,-1.0311382695805695,45,2.0,1084,-9.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.8, 2.2]"
2018-01-18,232,23,-1.0392412638348498,47,2.3,1046,-9.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(2.2, 2.6]"
2018-01-19,211,0,-1.0635502465976907,45,2.4,1154,-10.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(2.2, 2.6]"
2018-01-19,207,1,-1.0878592293605318,43,1.7,1250,-11.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.6, 1.8]"
2018-01-19,140,2,-1.1121682121233727,44,1.7,1295,-11.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.6, 1.8]"
2018-01-19,93,3,-1.1364771948862136,43,1.7,1316,-11.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.6, 1.8]"
2018-01-19,58,4,-1.1445801891404939,45,1.4,1241,-11.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.3, 1.6]"
2018-01-19,61,5,-1.2013011489204561,47,1.4,1301,-11.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.3, 1.6]"
2018-01-19,151,6,-1.2337131259375773,49,1.4,1359,-11.1,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.3, 1.6]"
2018-01-19,334,7,-1.249919114446138,49,1.9,1281,-11.3,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.8, 2.2]"
2018-01-19,648,8,-1.2904340857175394,50,1.0,1281,-11.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(0.9, 1.1]"
2018-01-19,387,9,-1.2580221087004182,42,1.3,1519,-13.3,-0.47066674306746764,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(1.1, 1.3]"
2018-01-19,255,10,-1.0878592293605318,29,1.3,1592,-15.9,-0.0756910433031029,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(1.1, 1.3]"
2018-01-19,283,11,-0.909593355766365,20,0.6,1794,-18.5,0.27414457648819157,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1741 - 1908,,1741 - 1908,"(-0.001, 0.6]"
2018-01-19,341,12,-0.9906232983091681,28,1.5,1858,-12.6,0.44341987638720504,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1741 - 1908,,1741 - 1908,"(1.3, 1.6]"
2018-01-19,341,13,-0.7070184994093572,26,2.6,1370,-13.2,0.5901251362996836,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(2.2, 2.6]"
2018-01-19,349,14,-0.7070184994093572,24,3.6,1552,-14.2,0.5562700763198808,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(3.2, 7.4]"
2018-01-19,381,15,-0.650297539629395,25,2.4,1686,-13.1,0.35313971644106457,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(2.2, 2.6]"
2018-01-19,390,16,-0.6908125109007965,27,2.8,1648,-12.5,0.07101421660937544,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(2.6, 3.2]"
2018-01-19,468,17,-0.7556364649350391,34,3.1,1810,-10.3,-0.34653152314152447,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1741 - 1908,,1741 - 1908,"(2.6, 3.2]"
2018-01-19,702,18,-0.8528723959864027,45,1.6,1629,-7.8,-0.617372002979946,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(1.3, 1.6]"
2018-01-19,471,19,-0.9257993442749255,48,1.8,1519,-7.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(1.6, 1.8]"
2018-01-19,342,20,-0.9906232983091681,51,0.6,1544,-7.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(-0.001, 0.6]"
2018-01-19,331,21,-1.0473442580891301,52,0.8,1595,-8.2,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(0.6, 0.9]"
2018-01-19,292,22,-0.8690783844949634,56,1.8,1544,-7.7,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(1.6, 1.8]"
2018-01-19,236,23,-1.1283742006319333,59,0.7,1487,-7.5,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1464 - 1741,,1464 - 1741,"(0.6, 0.9]"
2018-01-20,228,0,-1.1364771948862136,60,0.6,1433,-7.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(-0.001, 0.6]"
2018-01-20,258,1,-1.1607861776490545,64,0.4,1273,-6.8,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(-0.001, 0.6]"
2018-01-20,216,2,-1.1607861776490545,65,0.6,1369,-6.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(-0.001, 0.6]"
2018-01-20,118,3,-1.1607861776490545,65,0.2,1359,-6.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(-0.001, 0.6]"
2018-01-20,89,4,-1.1445801891404939,65,0.6,1226,-6.4,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(-0.001, 0.6]"
2018-01-20,56,5,-1.1121682121233727,62,0.6,862,-6.7,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(-0.001, 0.6]"
2018-01-20,50,6,-1.0959622236148119,60,0.4,1080,-6.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(-0.001, 0.6]"
2018-01-20,101,7,-1.0716532408519712,60,1.8,1145,-6.6,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(1.6, 1.8]"
2018-01-20,191,8,-1.0635502465976907,63,0.4,1140,-5.9,-0.6625120829530163,0.0,0.0,Winter,No Holiday,Yes,1,1,0,1134 - 1464,,1134 - 1464,"(-0.001, 0.6]"
2018-01-20,234,9,-1.0797562351062515,63,0.9,1090,-5.3,-0.5835169430001435,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(0.6, 0.9]"
2018-01-20,259,10,-0.9176963500206452,60,1.2,1005,-4.8,-0.32396148315498935,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.1, 1.3]"
2018-01-20,285,11,-0.7880484419521603,59,1.8,978,-3.5,-0.08697606329637048,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(1.6, 1.8]"
2018-01-20,325,12,-0.6584005338836753,55,2.6,904,-3.0,0.2967146164747267,0.0,0.0,Winter,No Holiday,Yes,1,1,0,804 - 1134,,804 - 1134,"(2.2, 2.6]"
2018-01-20,356,13,-0.5773705913408722,55,3.0,792,-2.0,0.2967146164747267,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.6, 3.2]"
2018-01-20,334,14,-0.6097825683579935,61,3.2,623,-1.0,-0.0756910433031029,0.0,0.0,Winter,No Holiday,Yes,1,1,0,452 - 804,,452 - 804,"(2.6, 3.2]"
