Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,연도,월,일,요일,Visibility Category,Rainfall Category,Snowfall Category,Wind Speed Category,Temperature(°C)_std,Solar Radiation (MJ/m2)_std
19,13,-0.022115974285017652,97.0,0.6,327,12.1,-0.5056835393093616,3.0,0.0,Spring,No Holiday,Yes,2018,5,12,Saturday,0-925,Non-0,Low Snowfall,0.20 - 1.00,-0.022115974285017728,-0.5056835393093616
327,7,-1.5169920139204713,53.0,1.1,1300,-13.4,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,5,Friday,925-1668,0,Low Snowfall,1.00 - 1.60,-1.5169920139204713,-0.6691788183900854
2779,19,1.3980162633686635,45.0,1.5,956,16.5,-0.2954753233484312,0.0,0.0,Summer,No Holiday,Yes,2018,6,25,Monday,925-1668,0,Low Snowfall,1.00 - 1.60,1.3980162633686635,-0.29547532334843124
1254,15,-0.1300792438142448,32.0,3.8,2000,-4.7,0.7438875222361695,0.0,0.0,Autumn,No Holiday,Yes,2018,10,27,Saturday,2000 이상,0,Low Snowfall,2.20 - 7.30,-0.13007924381424488,0.7438875222361695
1222,23,0.393127370058164,51.0,1.6502793497156274,2000,7.4,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,27,Thursday,2000 이상,0,Low Snowfall,1.60 - 2.20,0.39312737005816395,-0.6691788183900854
1885,18,0.7170171786458458,37.0,1.0,2000,6.2,-0.38890119710884474,0.0,0.0,Autumn,Holiday,Yes,2018,9,25,Tuesday,2000 이상,0,Low Snowfall,0.20 - 1.00,0.7170171786458457,-0.3889011971088448
2214,17,0.7668463799670274,45.0,2.4,2000,9.6,0.3001146218742052,0.0,0.0,Spring,No Holiday,Yes,2018,5,21,Monday,2000 이상,0,Low Snowfall,2.20 - 7.30,0.7668463799670273,0.3001146218742051
920,16,1.705296338182618,57.0,2.8,989,23.8,1.1409474857179271,0.0,0.0,Summer,No Holiday,Yes,2018,7,26,Thursday,925-1668,0,Low Snowfall,2.20 - 7.30,1.705296338182618,1.1409474857179271
1173,23,0.9412485845911639,71.0,0.8,1549,18.6,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,30,Thursday,925-1668,0,Low Snowfall,0.20 - 1.00,0.9412485845911638,-0.6691788183900854
2493,20,1.0326021203466635,31.0,2.5,2000,7.0,-0.5874311788497236,0.0,0.0,Summer,No Holiday,Yes,2018,6,22,Friday,2000 이상,0,Low Snowfall,2.20 - 7.30,1.0326021203466635,-0.5874311788497236
321,10,-0.985480533161199,83.0,0.7,311,-1.4,-0.19037121536796597,0.0,0.7,Winter,No Holiday,Yes,2017,12,7,Thursday,0-925,0,Low Snowfall,0.20 - 1.00,-0.9854805331611991,-0.190371215367966
365,14,-0.8027734616501991,14.0,2.9,1985,-21.7,2.2387015024027868,0.0,0.0,Winter,No Holiday,Yes,2018,2,21,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,-0.8027734616501992,2.2387015024027868
354,16,-0.3377009159858356,60.0,2.7,354,0.9,-0.24876238646822443,0.0,0.0,Winter,No Holiday,Yes,2018,2,23,Friday,0-925,0,Low Snowfall,2.20 - 7.30,-0.3377009159858357,-0.24876238646822446
643,11,-0.4788836530625174,66.0,1.5,542,1.2,0.9774522066372033,0.0,0.0,Autumn,No Holiday,Yes,2018,11,26,Monday,0-925,0,Low Snowfall,1.00 - 1.60,-0.47888365306251746,0.9774522066372033
48,23,-0.5785420557048809,79.0,2.0,918,2.6,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,7,Wednesday,0-925,0,Low Snowfall,1.60 - 2.20,-0.578542055704881,-0.6691788183900854
142,16,0.7917609806276183,86.0,2.5,342,20.0,-0.1203018100476558,0.0,0.0,Autumn,No Holiday,Yes,2018,9,16,Sunday,0-925,0,Low Snowfall,2.20 - 7.30,0.7917609806276182,-0.12030181004765585
489,1,-0.4705787861756538,64.0,0.3,1150,0.9,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,15,Thursday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.47057878617565385,-0.6691788183900854
189,20,-1.251236273540835,41.0,1.1,1578,-13.6,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,6,Saturday,925-1668,0,Low Snowfall,1.00 - 1.60,-1.251236273540835,-0.6691788183900854
1003,0,1.1156507892153,76.0,1.2,2000,21.8,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,7,17,Tuesday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.1156507892153,-0.6691788183900854
1039,19,-0.5785420557048809,24.0,3.0,1861,-13.0,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,28,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,-0.578542055704881,-0.6691788183900854
1105,16,1.2651383931788454,71.0,1.7,2000,22.4,0.45193166673487717,0.0,0.0,Summer,No Holiday,Yes,2018,7,5,Thursday,2000 이상,0,Low Snowfall,1.60 - 2.20,1.2651383931788454,0.4519316667348771
0,7,0.1273716296785278,62.0,1.5,2000,7.2,-0.6341441157299302,0.0,0.0,Autumn,No Holiday,No,2018,9,28,Friday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.12737162967852772,-0.6341441157299302
0,14,0.368212769397573,50.0,1.6503712838963651,336,6.8,1.1059127830577722,0.0,0.0,Autumn,No Holiday,No,2018,11,6,Tuesday,0-925,0,Low Snowfall,1.60 - 2.20,0.36821276939757297,1.1059127830577722
499,11,1.7302109388432088,45.0,1.9,1928,20.2,2.530657357904079,0.0,0.0,Summer,No Holiday,Yes,2018,7,22,Sunday,1668-2000,0,Low Snowfall,1.60 - 2.20,1.7302109388432088,2.530657357904079
491,6,-0.23804251334347207,71.0,0.2,1474,5.0,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,16,Tuesday,925-1668,0,Low Snowfall,,-0.23804251334347215,-0.6691788183900854
182,14,-1.2761508742014263,30.0,3.4,1824,-17.6,1.7598938993806672,0.0,0.0,Winter,No Holiday,Yes,2018,2,12,Monday,1668-2000,0,Low Snowfall,2.20 - 7.30,-1.2761508742014263,1.7598938993806672
1781,21,0.5924441753428913,54.0,1.2,2000,10.4,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,29,Saturday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.5924441753428912,-0.6691788183900854
799,8,0.6837977110983912,59.0,1.2,794,12.8,0.6504616484757559,0.0,0.0,Summer,Holiday,Yes,2018,6,6,Wednesday,0-925,0,Low Snowfall,1.00 - 1.60,0.683797711098391,0.6504616484757559
1155,22,0.04432296080989147,87.0,2.2,433,11.3,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,5,13,Sunday,0-925,0,Low Snowfall,1.60 - 2.20,0.04432296080989139,-0.6691788183900854
355,1,0.27685923364207327,68.0,2.1,1859,10.3,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,15,Thursday,1668-2000,0,Low Snowfall,1.60 - 2.20,0.2768592336420732,-0.6691788183900854
767,23,-0.06364030871933582,57.0,1.6653209842713337,2000,3.9,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,5,8,Tuesday,2000 이상,0,Low Snowfall,1.60 - 2.20,-0.0636403087193359,-0.6691788183900854
32,21,0.2934689674158004,96.0,2.2,963,15.8,-0.6691788183900854,1.5,0.0,Autumn,No Holiday,Yes,2018,10,5,Friday,925-1668,Non-0,Low Snowfall,1.60 - 2.20,0.29346896741580036,-0.6691788183900854
22,5,-0.6865053252341081,89.0,2.3,1242,3.0,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,5,Monday,925-1668,0,Low Snowfall,2.20 - 7.30,-0.6865053252341082,-0.6691788183900854
2256,18,1.1073459223284365,55.0,3.2,1119,16.5,0.07822817169322303,0.0,0.0,Summer,No Holiday,Yes,2018,6,23,Saturday,925-1668,0,Low Snowfall,2.20 - 7.30,1.1073459223284365,0.07822817169322299
194,11,-1.2927606079751535,33.0,1.5,1830,-16.6,0.44025343251482546,0.0,1.4,Winter,No Holiday,Yes,2018,2,1,Thursday,1668-2000,0,Low Snowfall,1.00 - 1.60,-1.2927606079751535,0.4402534325148254
524,2,0.5758344415691639,64.0,1.5,1755,12.8,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,20,Thursday,1668-2000,0,Low Snowfall,1.00 - 1.60,0.5758344415691637,-0.6691788183900854
1192,12,0.5343101071348457,20.0,1.1,1663,-4.1,2.9277173213858365,0.0,0.0,Spring,No Holiday,Yes,2018,4,25,Wednesday,925-1668,0,Low Snowfall,1.00 - 1.60,0.5343101071348456,2.9277173213858365
1157,23,1.414625997142391,58.0,1.6,2000,20.8,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,7,23,Monday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.414625997142391,-0.6691788183900854
716,9,0.16059109722598236,39.0,0.9,1354,1.0,1.152625719937979,0.0,0.0,Spring,No Holiday,Yes,2018,4,29,Sunday,925-1668,0,Low Snowfall,0.20 - 1.00,0.16059109722598228,1.152625719937979
186,22,-1.6498698841102897,39.0,1.6,2000,-18.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,12,Friday,2000 이상,0,Low Snowfall,1.00 - 1.60,-1.6498698841102897,-0.6691788183900854
762,9,0.5426149740217094,43.0,1.5,1548,0.0,0.5220010720551874,0.0,0.0,Spring,No Holiday,Yes,2018,5,27,Sunday,925-1668,0,Low Snowfall,1.00 - 1.60,0.5426149740217093,0.5220010720551874
1234,9,0.5675295746823004,49.0,1.9,2000,8.7,0.7789222248963247,0.0,0.0,Autumn,No Holiday,Yes,2018,9,11,Tuesday,2000 이상,0,Low Snowfall,1.60 - 2.20,0.5675295746823003,0.7789222248963247
2320,19,1.3980162633686635,68.0,2.6,1749,23.2,0.2767581534341019,0.0,0.0,Summer,No Holiday,Yes,2018,7,13,Friday,1668-2000,0,Low Snowfall,2.20 - 7.30,1.3980162633686635,0.2767581534341018
1442,16,1.3564919289343453,41.0,2.0,905,14.6,1.6080768545199948,0.0,0.0,Summer,No Holiday,Yes,2018,6,7,Thursday,0-925,0,Low Snowfall,1.60 - 2.20,1.3564919289343453,1.6080768545199948
99,0,-1.3758092768437897,33.0,1.6531809354199865,2000,-17.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,18,Sunday,2000 이상,0,Low Snowfall,1.60 - 2.20,-1.3758092768437897,-0.6691788183900854
421,1,-0.4539690524019264,36.0,1.0,1994,-5.3,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,4,17,Tuesday,1668-2000,0,Low Snowfall,0.20 - 1.00,-0.4539690524019265,-0.6691788183900854
1979,15,1.0824313216678456,51.0,2.6,598,16.2,2.133597394422321,0.0,0.0,Summer,No Holiday,Yes,2018,6,17,Sunday,0-925,0,Low Snowfall,2.20 - 7.30,1.0824313216678456,2.133597394422321
402,7,1.0159923865729363,80.0,0.2,1551,21.4,-0.4589706024291549,0.0,0.0,Summer,No Holiday,Yes,2018,7,15,Sunday,925-1668,0,Low Snowfall,,1.0159923865729363,-0.45897060242915494
3123,18,0.7253220455327093,40.0,3.5,1987,7.4,0.7088528195760144,0.0,0.0,Spring,No Holiday,Yes,2018,5,23,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,0.7253220455327092,0.7088528195760144
173,4,1.231918925631391,69.0,0.9,2000,21.5,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,16,Thursday,2000 이상,0,Low Snowfall,0.20 - 1.00,1.231918925631391,-0.6691788183900854
1112,16,1.7219060719563457,26.0,1.5,2000,11.5,2.12191916020227,0.0,0.0,Summer,No Holiday,Yes,2018,8,17,Friday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.7219060719563457,2.12191916020227
193,23,-0.9688707993874717,92.0,0.6,209,0.1,-0.6691788183900854,0.0,1.0,Winter,No Holiday,Yes,2017,12,6,Wednesday,0-925,0,Low Snowfall,0.20 - 1.00,-0.9688707993874718,-0.6691788183900854
163,15,0.6754928442115277,72.0,2.7,663,15.8,-0.3071535575684829,0.1,0.0,Spring,Holiday,Yes,2018,5,22,Tuesday,0-925,Non-0,Low Snowfall,2.20 - 7.30,0.6754928442115276,-0.30715355756848295
615,10,1.5558087342190725,57.0,1.3,1875,22.1,0.7906004591163763,0.0,0.0,Summer,No Holiday,Yes,2018,8,14,Tuesday,1668-2000,0,Low Snowfall,1.00 - 1.60,1.5558087342190725,0.7906004591163763
206,4,-0.27956684777779023,71.0,0.9,1516,3.8,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,21,Sunday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.2795668477777903,-0.6691788183900854
713,1,0.05262782769675522,43.0,1.2,2000,2.2,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,5,20,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.05262782769675514,-0.6691788183900854
0,20,0.05262782769675507,82.0,2.1,520,10.5,-0.645822349949982,0.0,0.0,Spring,No Holiday,No,2018,5,10,Thursday,0-925,0,Low Snowfall,1.60 - 2.20,0.052627827696754996,-0.645822349949982
78,6,-1.433943345051835,70.0,2.0793268159711964,1169,-8.9,-0.6691788183900854,0.0,2.6,Winter,No Holiday,Yes,2017,12,19,Tuesday,925-1668,0,High Snowfall,1.60 - 2.20,-1.433943345051835,-0.6691788183900854
934,23,0.368212769397573,46.0,2.1,2000,5.6,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,26,Wednesday,2000 이상,0,Low Snowfall,1.60 - 2.20,0.36821276939757297,-0.6691788183900854
67,7,-1.6664796178840169,58.0,4.0,1942,-15.5,-0.6691788183900854,0.0,0.3,Winter,No Holiday,Yes,2018,2,3,Saturday,1668-2000,0,Low Snowfall,2.20 - 7.30,-1.6664796178840169,-0.6691788183900854
359,10,-0.37922525042015376,65.0,2.06500702113105,229,2.1,1.2810862963585476,0.0,0.0,Spring,No Holiday,Yes,2018,3,25,Sunday,0-925,0,Low Snowfall,1.60 - 2.20,-0.3792252504201538,1.2810862963585476
2650,19,0.6837977110983912,52.0,3.6,1856,10.9,-0.02687593628724217,0.0,0.0,Spring,No Holiday,Yes,2018,5,30,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,0.683797711098391,-0.02687593628724221
358,12,-0.1882133120222903,85.0,0.9,393,8.2,-0.06191063894739728,0.0,0.0,Spring,No Holiday,Yes,2018,3,4,Sunday,0-925,0,Low Snowfall,0.20 - 1.00,-0.18821331202229039,-0.06191063894739732
2826,18,1.0575167210072547,57.0,1.5,2000,16.5,-0.38890119710884474,0.0,0.0,Autumn,No Holiday,Yes,2018,9,14,Friday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.0575167210072547,-0.3889011971088448
653,9,-0.8692123967451081,67.0,1.3,1472,-3.0,0.6271051800356527,0.0,0.0,Spring,No Holiday,Yes,2018,3,22,Thursday,925-1668,0,Low Snowfall,1.00 - 1.60,-0.8692123967451082,0.6271051800356527
443,22,-0.8526026629713808,40.0,1.0,1089,-9.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,26,Monday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.8526026629713809,-0.6691788183900854
780,8,-1.6581747509971532,59.0,1.803531782011187,1559,-13.6,-0.6575005841700337,0.0,0.0,Winter,No Holiday,Yes,2017,12,8,Friday,925-1668,0,Low Snowfall,1.60 - 2.20,-1.6581747509971532,-0.6575005841700337
561,10,-0.5785420557048809,43.0,1.0,1829,-5.6,1.304442764798651,0.0,0.0,Spring,No Holiday,Yes,2018,3,17,Saturday,1668-2000,0,Low Snowfall,0.20 - 1.00,-0.578542055704881,1.304442764798651
443,15,-0.36261551664642655,64.0,1.5,269,2.1,-0.0035194678471388912,0.0,0.0,Winter,No Holiday,Yes,2017,12,23,Saturday,0-925,0,Low Snowfall,1.00 - 1.60,-0.3626155166464266,-0.0035194678471389277
853,0,1.3398821951606184,77.0,2.1,1465,24.6,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,8,Wednesday,925-1668,0,Low Snowfall,1.60 - 2.20,1.3398821951606184,-0.6691788183900854
912,22,0.08584729524420963,81.0,2.8,933,10.2,-0.6691788183900854,0.0,0.0,Spring,No Holiday,Yes,2018,3,13,Tuesday,925-1668,0,Low Snowfall,2.20 - 7.30,0.08584729524420955,-0.6691788183900854
2602,19,1.1737848574233456,64.0,1.1,829,19.6,-0.3421882602286379,0.0,0.0,Summer,No Holiday,Yes,2018,6,29,Friday,0-925,0,Low Snowfall,1.00 - 1.60,1.1737848574233456,-0.34218826022863796
1999,20,1.3481870620474816,61.0,1.4031030716374795,1525,21.4,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,20,Monday,925-1668,0,Low Snowfall,1.00 - 1.60,1.3481870620474816,-0.6691788183900854
944,11,0.982772919025482,36.0,1.8,973,8.7,2.4839444210238724,0.0,0.0,Spring,No Holiday,Yes,2018,5,15,Tuesday,925-1668,0,Low Snowfall,1.60 - 2.20,0.9827729190254819,2.4839444210238724
381,9,-0.8526026629713808,71.0,1.3,418,-2.0,-0.3188317917885346,0.0,0.0,Spring,No Holiday,Yes,2018,3,10,Saturday,0-925,0,Low Snowfall,1.00 - 1.60,-0.8526026629713809,-0.31883179178853466
2087,19,1.8464790752593,41.0,0.5,2000,19.9,-0.3071535575684829,0.0,0.0,Summer,No Holiday,Yes,2018,8,22,Wednesday,2000 이상,0,Low Snowfall,0.20 - 1.00,1.8464790752593,-0.30715355756848295
605,15,1.9627472116753908,44.0,1.5,1771,22.3,0.6504616484757559,0.0,0.0,Summer,No Holiday,Yes,2018,8,2,Thursday,1668-2000,0,Low Snowfall,1.00 - 1.60,1.9627472116753908,0.6504616484757559
78,22,-1.7744428874132439,45.0,1.3,2000,-19.4,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,4,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,-1.7744428874132439,-0.6691788183900854
2635,18,0.41804197071875493,66.0,2.3,554,11.5,-0.5523964761895684,0.0,0.0,Autumn,No Holiday,Yes,2018,10,15,Monday,0-925,0,Low Snowfall,2.20 - 7.30,0.4180419707187549,-0.5523964761895684
556,8,-0.4539690524019265,72.0,1.4647115316671608,697,2.7,-0.27211885490832777,0.0,0.0,Autumn,No Holiday,Yes,2018,10,14,Sunday,0-925,0,Low Snowfall,1.00 - 1.60,-0.45396905240192653,-0.2721188549083278
571,14,1.7468206726169364,59.0,3.2,1180,24.8,1.6431115571801502,0.0,0.0,Summer,No Holiday,Yes,2018,8,6,Monday,925-1668,0,Low Snowfall,2.20 - 7.30,1.7468206726169364,1.6431115571801502
1685,19,0.08584729524420963,70.0,1.7584670018832202,1265,8.6,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,23,Tuesday,925-1668,0,Low Snowfall,1.60 - 2.20,0.08584729524420955,-0.6691788183900854
191,10,-1.0685292020298354,53.0,5.3,1022,-8.3,0.6387834142557045,0.0,0.0,Spring,Holiday,Yes,2018,3,1,Thursday,925-1668,0,Low Snowfall,2.20 - 7.30,-1.0685292020298354,0.6387834142557045
270,19,-1.259541140427699,36.0,2.2,2000,-15.2,-0.6691788183900854,0.0,1.6,Winter,No Holiday,Yes,2018,1,31,Wednesday,2000 이상,0,Low Snowfall,1.60 - 2.20,-1.259541140427699,-0.6691788183900854
43,7,-1.6166504165628348,68.0,1.8671309042210422,571,-11.4,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,1,13,Saturday,0-925,0,Low Snowfall,1.60 - 2.20,-1.6166504165628348,-0.6691788183900854
29,4,-1.525296880807335,81.0,0.7,270,-8.1,-0.6691788183900854,0.0,0.7,Winter,No Holiday,Yes,2017,12,18,Monday,0-925,0,Low Snowfall,0.20 - 1.00,-1.525296880807335,-0.6691788183900854
213,10,-1.5419066145810623,38.0,2.9,1752,-17.6,-0.02687593628724217,0.0,0.0,Winter,No Holiday,Yes,2018,1,3,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,-1.5419066145810623,-0.02687593628724221
0,18,0.9163339839305729,55.0,2.2,1691,14.3,-0.529040007749465,0.0,0.0,Autumn,No Holiday,No,2018,9,19,Wednesday,1668-2000,0,Low Snowfall,1.60 - 2.20,0.9163339839305727,-0.529040007749465
426,20,-1.1017486695772898,79.0,1.5,1913,-3.5,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2017,12,1,Friday,1668-2000,0,Low Snowfall,1.00 - 1.60,-1.1017486695772898,-0.6691788183900854
834,16,1.821564474598709,51.0,2.0,1221,23.2,0.21836698233384336,0.0,0.0,Summer,No Holiday,Yes,2018,7,24,Tuesday,925-1668,0,Low Snowfall,1.60 - 2.20,1.821564474598709,0.21836698233384333
240,4,0.6422733766640729,69.0,1.3,2000,14.8,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,13,Thursday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.6422733766640728,-0.6691788183900854
272,13,-0.82768806231079,52.0,1.4,568,-5.9,0.3818622614145671,0.0,0.0,Winter,No Holiday,Yes,2018,1,14,Sunday,0-925,0,Low Snowfall,1.00 - 1.60,-0.8276880623107901,0.38186226141456703
606,13,-0.5785420557048809,36.0,1.8,1780,-7.9,0.6387834142557045,0.0,0.0,Winter,No Holiday,Yes,2017,12,2,Saturday,1668-2000,0,Low Snowfall,1.60 - 2.20,-0.578542055704881,0.6387834142557045
2419,18,1.7385158057300725,42.0,2.0,1969,19.1,0.7906004591163763,0.0,0.0,Summer,No Holiday,Yes,2018,7,20,Friday,1668-2000,0,Low Snowfall,1.60 - 2.20,1.7385158057300725,0.7906004591163763
39,6,-1.2927606079751535,38.0,1.0,2000,-15.0,-0.6691788183900854,0.0,0.0,Winter,Holiday,Yes,2018,2,15,Thursday,2000 이상,0,Low Snowfall,0.20 - 1.00,-1.2927606079751535,-0.6691788183900854
554,2,0.5010906395873913,72.0,1.4,1258,13.8,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,6,1,Friday,925-1668,0,Low Snowfall,1.00 - 1.60,0.5010906395873912,-0.6691788183900854
108,2,-1.7246136860920622,68.0,0.9,1642,-12.6,-0.6691788183900854,0.0,2.0,Winter,No Holiday,Yes,2017,12,20,Wednesday,925-1668,0,High Snowfall,0.20 - 1.00,-1.7246136860920622,-0.6691788183900854
691,1,0.5509198409085732,56.0,1.2,2000,10.5,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,12,Wednesday,2000 이상,0,Low Snowfall,1.00 - 1.60,0.550919840908573,-0.6691788183900854
576,23,-0.7363345265552901,46.0,1.8,2000,-6.5,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,17,Saturday,2000 이상,0,Low Snowfall,1.60 - 2.20,-0.7363345265552902,-0.6691788183900854
149,9,-2.5301857741178346,37.0,3.8,1941,-28.7,-0.42393589976899987,0.0,0.5,Winter,No Holiday,Yes,2018,1,26,Friday,1668-2000,0,Low Snowfall,2.20 - 7.30,-2.5301857741178346,-0.4239358997689999
96,1,-2.098332696000926,47.0,1.9,1837,-21.3,-0.6691788183900854,0.0,0.0,Winter,No Holiday,Yes,2018,2,7,Wednesday,1668-2000,0,Low Snowfall,1.60 - 2.20,-2.098332696000926,-0.6691788183900854
1934,18,1.1903945911970728,42.0,1.6092196723121468,2000,13.2,-0.4472923682091032,0.0,0.0,Summer,No Holiday,Yes,2018,6,9,Saturday,2000 이상,0,Low Snowfall,1.60 - 2.20,1.1903945911970728,-0.44729236820910323
708,2,0.8249804481750728,82.0,2.1,1829,19.6,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,8,25,Saturday,1668-2000,0,Low Snowfall,1.60 - 2.20,0.8249804481750727,-0.6691788183900854
294,4,0.393127370058164,65.0,1.6295571876321067,1093,10.7,-0.6691788183900854,0.0,0.0,Summer,No Holiday,Yes,2018,6,3,Sunday,925-1668,0,Low Snowfall,1.60 - 2.20,0.39312737005816395,-0.6691788183900854
486,1,0.6921025779852549,97.0,1.6386893196143308,570,20.7,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,9,4,Tuesday,0-925,0,Low Snowfall,1.60 - 2.20,0.6921025779852548,-0.6691788183900854
47,9,0.43465170449248214,96.0,1.3,1251,17.5,-0.42393589976899987,1.0,0.0,Autumn,No Holiday,Yes,2018,9,21,Friday,925-1668,Non-0,Low Snowfall,1.00 - 1.60,0.4346517044924821,-0.4239358997689999
112,5,-0.5287128543836992,73.0,0.3,1219,2.0,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,11,4,Sunday,925-1668,0,Low Snowfall,0.20 - 1.00,-0.5287128543836993,-0.6691788183900854
1134,12,0.8914193832699819,44.0,1.3,1624,10.7,3.067856132026457,0.0,0.0,Spring,No Holiday,Yes,2018,5,31,Thursday,925-1668,0,Low Snowfall,1.00 - 1.60,0.8914193832699818,3.067856132026457
1975,8,-0.42074958485447195,80.0,0.8,515,3.9,-0.5173617735294134,0.0,0.0,Autumn,No Holiday,Yes,2018,11,5,Monday,0-925,0,Low Snowfall,0.20 - 1.00,-0.420749584854472,-0.5173617735294134
567,14,-0.3127863153252448,27.0,2.9,1880,-8.8,2.0401715206619078,0.0,0.0,Spring,No Holiday,Yes,2018,3,6,Tuesday,1668-2000,0,Low Snowfall,2.20 - 7.30,-0.31278631532524487,2.0401715206619078
699,9,-0.11346951004051758,51.0,0.8,498,1.7,0.3117928560942569,0.0,0.0,Spring,No Holiday,Yes,2018,3,27,Tuesday,0-925,0,Low Snowfall,0.20 - 1.00,-0.11346951004051767,0.31179285609425683
754,14,1.5391990004453455,53.0,1.7,1357,22.1,1.3511557016788578,0.0,0.0,Summer,No Holiday,Yes,2018,7,25,Wednesday,925-1668,0,Low Snowfall,1.60 - 2.20,1.5391990004453455,1.3511557016788578
663,12,1.713601205069482,48.0,1.6,2000,21.0,1.5380074491996845,0.0,0.0,Summer,No Holiday,Yes,2018,7,30,Monday,2000 이상,0,Low Snowfall,1.00 - 1.60,1.713601205069482,1.5380074491996845
645,19,-0.37922525042015376,85.0,1.2,2000,6.0,-0.6691788183900854,0.0,0.0,Autumn,No Holiday,Yes,2018,10,28,Sunday,2000 이상,0,Low Snowfall,1.00 - 1.60,-0.3792252504201538,-0.6691788183900854
267,12,-1.6166504165628348,30.0,2.9,1945,-21.2,0.6971745853559628,0.0,0.0,Winter,No Holiday,Yes,2017,12,13,Wednesday,1668-2000,0,Low Snowfall,2.20 - 7.30,-1.6166504165628348,0.6971745853559628
504,13,0.2519446329814823,47.0,2.5,459,4.6,2.600726763224389,0.0,0.0,Spring,No Holiday,Yes,2018,3,26,Monday,0-925,0,Low Snowfall,2.20 - 7.30,0.25194463298148223,2.600726763224389
1222,13,0.49278577270052754,30.0,3.8,1854,0.9,3.289742582207439,0.0,0.0,Spring,No Holiday,Yes,2018,5,4,Friday,1668-2000,0,Low Snowfall,2.20 - 7.30,0.4927857727005275,3.289742582207439
703,13,1.713601205069482,54.0,3.7,1754,23.0,2.3204491419431483,0.0,0.0,Summer,No Holiday,Yes,2018,8,4,Saturday,1668-2000,0,Low Snowfall,2.20 - 7.30,1.713601205069482,2.3204491419431483
